order_id,customer_id,product_id,order_date,quantity,order_value
50124,1045,113,2025-02-25,1,1499.0
50125,1045,107,2025-04-12,1,1799.0
50126,1045,104,2025-12-21,1,1299.0
50127,1046,104,2025-01-26,1,1299.0
50128,1046,101,2025-08-09,1,4999.0
50129,1047,118,2025-01-10,1,999.0
50130,1048,105,2025-02-01,1,999.0
50131,1048,102,2025-02-02,1,2499.0
50132,1048,114,2025-03-19,2,3998.0
50133,1048,105,2025-06-19,2,1998.0
50134,1049,111,2025-01-13,1,3499.0
50135,1050,116,2025-01-20,1,1299.0
50136,1050,110,2025-02-01,2,2398.0
50137,1050,102,2025-03-28,1,2499.0
50138,1050,106,2025-03-30,2,11998.0
50139,1050,112,2025-07-16,1,2899.0
50140,1050,108,2026-05-31,2,3998.0
50141,1051,117,2025-01-28,1,899.0
50142,1051,107,2025-04-17,2,3598.0
50143,1052,102,2025-01-04,2,4998.0
50144,1052,102,2025-02-18,3,7497.0
50145,1052,105,2025-04-23,3,2997.0
50146,1052,113,2025-06-17,1,1499.0
50147,1052,109,2025-07-01,1,2199.0
50148,1053,111,2025-01-08,1,3499.0
50149,1054,117,2025-01-04,1,899.0
50150,1054,114,2025-02-17,2,3998.0
50151,1054,110,2025-07-13,1,1199.0
50152,1054,111,2025-09-03,1,3499.0
50153,1055,111,2025-01-23,1,3499.0
50154,1055,111,2026-02-20,1,3499.0
50155,1056,111,2025-01-09,1,3499.0
50156,1056,104,2025-02-21,1,1299.0
50157,1056,107,2025-03-06,3,5397.0
50158,1056,111,2025-04-09,3,10497.0
50159,1056,115,2025-11-03,4,9996.0
50160,1057,101,2025-02-01,1,4999.0
50161,1057,107,2025-03-30,2,3598.0
50162,1057,110,2025-05-06,1,1199.0
50163,1057,107,2025-08-10,1,1799.0
50164,1058,106,2025-01-27,1,5999.0
50165,1058,116,2025-08-04,2,2598.0
50166,1059,111,2025-01-31,1,3499.0
50167,1059,113,2025-02-03,2,2998.0
50168,1060,109,2025-01-11,1,2199.0
50169,1060,116,2025-02-07,1,1299.0
50170,1060,106,2025-08-31,1,5999.0
50171,1060,109,2025-10-28,1,2199.0
50172,1060,101,2025-12-16,1,4999.0
50173,1061,115,2025-01-12,2,4998.0
50174,1061,116,2025-08-26,1,1299.0
50175,1061,105,2025-11-12,1,999.0
50176,1062,106,2025-01-15,1,5999.0
50177,1062,104,2025-02-07,1,1299.0
50178,1062,114,2025-04-12,2,3998.0
50179,1063,103,2025-01-30,1,1899.0
50180,1063,111,2026-02-14,2,6998.0
50181,1064,101,2025-01-27,2,9998.0
50182,1064,118,2025-08-27,1,999.0
50183,1065,111,2025-02-02,1,3499.0
50184,1065,106,2025-02-28,2,11998.0
50185,1066,114,2025-01-22,1,1999.0
50186,1066,116,2025-08-11,1,1299.0
50187,1067,103,2025-01-24,1,1899.0
50188,1067,106,2025-03-01,2,11998.0
50189,1067,101,2025-03-05,2,9998.0
50190,1067,114,2025-08-06,1,1999.0
50191,1067,114,2026-01-25,1,1999.0
50192,1068,106,2025-01-08,1,5999.0
50193,1068,112,2025-02-13,1,2899.0
50194,1068,113,2025-09-22,1,1499.0
50195,1069,108,2025-01-26,2,3998.0
50196,1069,116,2026-04-17,2,2598.0
50197,1070,114,2025-02-01,1,1999.0
50198,1070,105,2025-04-30,2,1998.0
50199,1070,112,2025-07-14,1,2899.0
50200,1070,105,2025-07-26,1,999.0
50201,1070,115,2025-10-12,1,2499.0
50202,1071,114,2025-01-02,2,3998.0
50203,1071,116,2025-02-14,2,2598.0
50204,1071,113,2026-01-05,1,1499.0
50205,1072,115,2025-01-19,1,2499.0
50206,1072,110,2025-02-01,2,2398.0
50207,1072,105,2025-03-18,1,999.0
50208,1072,104,2025-04-04,1,1299.0
50209,1072,114,2025-08-03,1,1999.0
50210,1073,115,2025-01-31,2,4998.0
50211,1073,111,2025-02-25,1,3499.0
50212,1073,106,2025-09-25,1,5999.0
50213,1074,101,2025-01-28,2,9998.0
50214,1074,115,2025-07-30,2,4998.0
50215,1074,118,2026-01-22,1,999.0
50216,1075,117,2025-02-20,1,899.0
50217,1076,111,2025-02-24,1,3499.0
50218,1076,107,2025-03-21,1,1799.0
50219,1076,114,2025-04-18,1,1999.0
50220,1076,114,2025-06-08,1,1999.0
50221,1076,103,2026-01-13,3,5697.0
50222,1077,118,2025-02-06,1,999.0
50223,1078,110,2025-02-08,1,1199.0
50224,1078,115,2025-03-21,1,2499.0
50225,1078,101,2025-06-28,1,4999.0
50226,1078,105,2025-10-31,2,1998.0
50227,1079,109,2025-02-18,1,2199.0
50228,1079,107,2025-03-17,1,1799.0
50229,1079,113,2025-05-31,1,1499.0
50230,1079,114,2025-06-28,1,1999.0
50231,1079,111,2025-07-04,1,3499.0
50232,1080,111,2025-02-09,1,3499.0
50233,1080,111,2025-03-30,1,3499.0
50234,1080,118,2025-04-16,3,2997.0
50235,1080,107,2026-02-20,2,3598.0
50236,1080,106,2026-04-03,1,5999.0
50237,1081,104,2025-02-20,2,2598.0
50238,1081,116,2025-05-24,2,2598.0
50239,1082,107,2025-02-21,1,1799.0
50240,1082,116,2025-04-06,1,1299.0
50241,1083,112,2025-02-12,1,2899.0
50242,1084,107,2025-02-23,3,5397.0
50243,1084,118,2025-04-11,1,999.0
50244,1084,108,2025-05-27,1,1999.0
50245,1085,112,2025-02-19,2,5798.0
50246,1085,105,2025-04-13,1,999.0
50247,1085,106,2025-07-11,1,5999.0
50248,1086,102,2025-02-08,1,2499.0
50249,1087,103,2025-02-13,1,1899.0
50250,1087,111,2025-04-17,1,3499.0
50251,1088,111,2025-02-18,1,3499.0
50252,1089,114,2025-02-11,1,1999.0
50253,1089,113,2025-03-30,3,4497.0
50254,1089,109,2025-05-14,3,6597.0
50255,1089,105,2025-10-10,1,999.0
50256,1090,110,2025-02-24,1,1199.0
50257,1090,104,2025-03-12,2,2598.0
50258,1090,104,2025-04-24,1,1299.0
50259,1090,108,2025-06-02,1,1999.0
50260,1091,103,2025-02-04,2,3798.0
50261,1091,103,2025-03-17,1,1899.0
50262,1092,107,2025-02-14,1,1799.0
50263,1092,108,2025-04-13,1,1999.0
50264,1093,112,2025-02-08,1,2899.0
50265,1093,103,2025-03-17,1,1899.0
50266,1093,106,2025-07-30,2,11998.0
50267,1094,101,2025-02-16,1,4999.0
50268,1094,101,2025-07-18,1,4999.0
50269,1095,118,2025-02-08,3,2997.0
50270,1095,107,2025-03-05,1,1799.0
50271,1096,116,2025-02-17,1,1299.0
50272,1096,117,2025-05-03,1,899.0
50273,1097,116,2025-02-18,1,1299.0
50274,1097,102,2025-03-07,1,2499.0
50275,1097,106,2025-04-06,1,5999.0
50276,1097,111,2025-05-20,1,3499.0
50277,1097,110,2025-05-20,1,1199.0
50278,1098,106,2025-02-07,1,5999.0
50279,1098,103,2025-04-07,1,1899.0
50280,1099,110,2025-02-16,3,3597.0
50281,1099,104,2026-04-04,1,1299.0
50282,1100,111,2025-02-14,2,6998.0
50283,1100,116,2025-07-13,4,5196.0
50284,1100,114,2025-10-10,2,3998.0
50285,1101,113,2025-02-25,1,1499.0
50286,1101,116,2025-05-17,2,2598.0
50287,1101,105,2025-06-25,1,999.0
50288,1101,109,2025-12-15,2,4398.0
50289,1102,105,2025-02-22,1,999.0
50290,1102,101,2025-04-04,1,4999.0
50291,1102,105,2025-07-23,1,999.0
50292,1103,107,2025-02-14,1,1799.0
50293,1103,118,2025-03-05,2,1998.0
50294,1103,117,2025-04-23,1,899.0
50295,1103,101,2025-05-10,1,4999.0
50296,1104,114,2025-02-28,1,1999.0
50297,1104,113,2025-10-29,2,2998.0
50298,1104,114,2026-03-05,1,1999.0
50299,1105,115,2025-02-08,2,4998.0
50300,1105,108,2025-08-14,2,3998.0
50301,1106,110,2025-02-15,2,2398.0
50302,1106,107,2025-03-10,2,3598.0
50303,1106,102,2025-09-16,2,4998.0
50304,1107,104,2025-02-06,1,1299.0
50305,1108,103,2025-02-09,2,3798.0
50306,1108,115,2025-04-10,1,2499.0
50307,1108,116,2025-06-01,1,1299.0
50308,1108,101,2026-01-12,1,4999.0
50309,1108,112,2026-04-07,1,2899.0
50310,1109,114,2025-02-28,1,1999.0
50311,1109,115,2025-07-22,2,4998.0
50312,1109,115,2025-11-06,1,2499.0
50313,1109,115,2025-11-07,1,2499.0
50314,1110,114,2025-02-05,1,1999.0
50315,1110,109,2025-03-15,1,2199.0
50316,1111,113,2025-02-03,1,1499.0
50317,1111,117,2025-03-05,2,1798.0
50318,1111,103,2025-05-13,1,1899.0
50319,1111,111,2026-03-14,2,6998.0
50320,1112,115,2025-02-27,2,4998.0
50321,1112,104,2025-12-16,2,2598.0
50322,1113,108,2025-02-16,1,1999.0
50323,1113,107,2025-04-28,1,1799.0
50324,1113,116,2025-05-31,1,1299.0
50325,1113,104,2025-09-13,1,1299.0
50326,1113,107,2025-12-30,1,1799.0
50327,1113,116,2026-01-28,1,1299.0
50328,1113,104,2026-05-17,1,1299.0
50329,1114,113,2025-02-09,2,2998.0
50330,1114,105,2025-03-25,1,999.0
50331,1114,104,2026-02-20,1,1299.0
50332,1115,114,2025-02-04,3,5997.0
50333,1115,106,2025-03-31,2,11998.0
50334,1115,108,2025-07-20,1,1999.0
50335,1115,104,2025-10-01,2,2598.0
50336,1115,113,2026-02-14,3,4497.0
50337,1116,103,2025-02-04,1,1899.0
50338,1117,116,2025-03-01,3,3897.0
50339,1117,112,2025-05-29,2,5798.0
50340,1117,106,2026-02-16,3,17997.0
50341,1118,113,2025-02-16,2,2998.0
50342,1118,104,2025-05-04,1,1299.0
50343,1118,110,2025-10-10,1,1199.0
50344,1119,102,2025-02-25,1,2499.0
50345,1119,112,2025-03-23,2,5798.0
50346,1119,102,2025-11-30,2,4998.0
50347,1120,111,2025-02-10,1,3499.0
50348,1120,109,2025-03-31,1,2199.0
50349,1120,118,2025-11-07,2,1998.0
50350,1120,104,2026-04-05,1,1299.0
50351,1121,107,2025-02-05,1,1799.0
50352,1121,110,2026-05-17,1,1199.0
50353,1122,101,2025-02-21,1,4999.0
50354,1122,105,2025-05-29,1,999.0
50355,1122,107,2025-07-23,1,1799.0
50356,1122,115,2025-12-14,2,4998.0
50357,1122,115,2025-12-23,4,9996.0
50358,1123,111,2025-02-12,1,3499.0
50359,1123,117,2026-02-24,1,899.0
50360,1124,106,2025-02-20,1,5999.0
50361,1124,116,2025-03-21,1,1299.0
50362,1124,115,2026-04-16,2,4998.0
50363,1125,106,2025-03-01,1,5999.0
50364,1125,104,2025-07-02,1,1299.0
50365,1126,106,2025-02-05,1,5999.0
50366,1126,107,2026-04-15,1,1799.0
50367,1127,108,2025-03-03,1,1999.0
50368,1128,117,2025-02-22,1,899.0
50369,1128,113,2025-06-17,1,1499.0
50370,1128,111,2025-07-26,3,10497.0
50371,1128,112,2025-12-04,1,2899.0
50372,1129,117,2025-03-01,2,1798.0
50373,1129,102,2025-03-23,2,4998.0
50374,1129,105,2025-07-03,1,999.0
50375,1130,111,2025-02-06,1,3499.0
50376,1130,114,2025-03-09,3,5997.0
50377,1130,117,2025-05-06,1,899.0
50378,1131,111,2025-02-22,1,3499.0
50379,1131,112,2025-07-18,2,5798.0
50380,1132,112,2025-02-21,2,5798.0
50381,1132,115,2025-12-04,3,7497.0
50382,1133,107,2025-02-22,1,1799.0
50383,1133,117,2025-03-03,1,899.0
50384,1133,101,2025-04-20,1,4999.0
50385,1134,101,2025-02-18,1,4999.0
50386,1134,116,2025-03-15,1,1299.0
50387,1134,109,2025-05-15,1,2199.0
50388,1135,101,2025-02-11,1,4999.0
50389,1135,103,2025-03-03,1,1899.0
50390,1136,111,2025-02-25,1,3499.0
50391,1136,114,2025-04-16,1,1999.0
50392,1136,111,2025-05-21,2,6998.0
50393,1136,104,2025-06-02,1,1299.0
50394,1136,118,2025-06-22,1,999.0
50395,1136,104,2025-11-23,2,2598.0
50396,1137,113,2025-02-10,1,1499.0
50397,1137,104,2025-03-31,2,2598.0
50398,1138,113,2025-02-24,1,1499.0
50399,1138,113,2025-04-02,1,1499.0
50400,1138,103,2025-04-13,1,1899.0
50401,1138,108,2026-02-01,3,5997.0
50402,1139,117,2025-03-25,1,899.0
50403,1139,111,2025-10-11,3,10497.0
50404,1139,105,2025-11-26,1,999.0
50405,1140,107,2025-03-16,1,1799.0
50406,1140,102,2025-06-24,1,2499.0
50407,1140,118,2025-11-23,1,999.0
50408,1140,106,2026-01-21,1,5999.0
50409,1140,109,2026-02-10,1,2199.0
50410,1141,110,2025-03-04,1,1199.0
50411,1141,107,2025-05-16,2,3598.0
50412,1141,108,2025-08-07,1,1999.0
50413,1142,108,2025-03-08,1,1999.0
50414,1142,115,2025-07-05,1,2499.0
50415,1143,118,2025-03-06,1,999.0
50416,1143,113,2025-04-16,1,1499.0
50417,1143,105,2025-05-01,1,999.0
50418,1143,111,2025-07-21,1,3499.0
50419,1144,103,2025-03-04,1,1899.0
50420,1144,115,2025-05-06,3,7497.0
50421,1144,115,2025-08-27,1,2499.0
50422,1144,105,2025-11-08,2,1998.0
50423,1145,106,2025-03-11,2,11998.0
50424,1145,110,2025-07-04,1,1199.0
50425,1145,104,2026-02-21,1,1299.0
50426,1146,108,2025-03-30,1,1999.0
50427,1146,117,2025-04-24,2,1798.0
50428,1146,106,2025-05-18,2,11998.0
50429,1147,103,2025-03-12,1,1899.0
50430,1147,105,2025-04-08,2,1998.0
50431,1148,110,2025-03-23,2,2398.0
50432,1148,112,2025-05-05,1,2899.0
50433,1148,108,2025-06-19,1,1999.0
50434,1148,102,2025-07-05,1,2499.0
50435,1149,113,2025-03-23,1,1499.0
50436,1149,116,2025-04-28,1,1299.0
50437,1150,110,2025-03-30,1,1199.0
50438,1150,102,2025-05-16,1,2499.0
50439,1151,112,2025-03-06,1,2899.0
50440,1151,107,2025-04-10,1,1799.0
50441,1151,104,2025-05-03,3,3897.0
50442,1151,113,2025-06-22,1,1499.0
50443,1151,118,2025-11-15,1,999.0
50444,1152,107,2025-03-29,1,1799.0
50445,1152,114,2025-05-29,1,1999.0
50446,1153,115,2025-03-20,1,2499.0
50447,1153,112,2025-05-12,2,5798.0
50448,1153,109,2025-07-12,1,2199.0
50449,1153,106,2025-10-23,1,5999.0
50450,1154,111,2025-03-11,1,3499.0
50451,1154,110,2025-10-12,3,3597.0
50452,1155,103,2025-03-25,2,3798.0
50453,1156,106,2025-03-22,1,5999.0
50454,1157,106,2025-03-17,3,17997.0
50455,1158,113,2025-04-01,1,1499.0
50456,1158,114,2025-04-12,1,1999.0
50457,1158,102,2025-07-12,1,2499.0
50458,1159,110,2025-03-22,3,3597.0
50459,1159,104,2025-04-02,1,1299.0
50460,1160,102,2025-03-09,1,2499.0
50461,1160,105,2025-06-15,1,999.0
50462,1161,116,2025-03-12,1,1299.0
50463,1161,115,2025-10-22,2,4998.0
50464,1162,106,2025-03-10,1,5999.0
50465,1162,109,2025-08-18,1,2199.0
50466,1162,112,2025-08-28,1,2899.0
50467,1163,118,2025-03-17,1,999.0
50468,1163,110,2025-08-12,1,1199.0
50469,1164,103,2025-03-17,1,1899.0
50470,1164,117,2026-04-21,1,899.0
50471,1165,114,2025-03-07,1,1999.0
50472,1165,108,2025-04-15,1,1999.0
50473,1165,114,2025-11-27,1,1999.0
50474,1166,105,2025-03-24,1,999.0
50475,1166,118,2025-04-21,1,999.0
50476,1166,115,2026-04-24,3,7497.0
50477,1167,108,2025-03-05,1,1999.0
50478,1167,105,2026-02-11,1,999.0
50479,1168,115,2025-03-18,1,2499.0
50480,1168,110,2025-04-14,1,1199.0
50481,1168,110,2025-07-10,1,1199.0
50482,1169,102,2025-03-07,1,2499.0
50483,1169,114,2025-04-23,1,1999.0
50484,1169,110,2025-06-19,2,2398.0
50485,1170,109,2025-03-12,1,2199.0
50486,1170,101,2025-06-05,1,4999.0
50487,1170,101,2026-05-27,1,4999.0
50488,1171,114,2025-03-12,1,1999.0
50489,1171,107,2025-04-28,1,1799.0
50490,1171,106,2026-01-16,1,5999.0
50491,1171,105,2026-03-04,1,999.0
50492,1171,118,2026-04-22,1,999.0
50493,1172,109,2025-03-08,1,2199.0
50494,1172,102,2025-06-10,1,2499.0
50495,1173,108,2025-03-27,1,1999.0
50496,1173,113,2025-09-27,3,4497.0
50497,1173,114,2025-11-07,1,1999.0
50498,1173,105,2026-04-24,1,999.0
50499,1174,107,2025-03-29,1,1799.0
50500,1175,110,2025-03-27,2,2398.0
50501,1175,111,2025-04-05,2,6998.0
50502,1175,101,2025-09-16,1,4999.0
50503,1176,117,2025-04-02,1,899.0
50504,1176,114,2025-04-03,1,1999.0
50505,1176,116,2025-09-22,2,2598.0
50506,1177,104,2025-03-06,1,1299.0
50507,1178,103,2025-03-17,1,1899.0
50508,1178,116,2026-03-24,1,1299.0
50509,1178,110,2026-04-03,1,1199.0
50510,1179,101,2025-03-24,1,4999.0
50511,1180,115,2025-04-01,1,2499.0
50512,1180,111,2025-06-25,1,3499.0
50513,1180,114,2025-07-14,2,3998.0
50514,1180,117,2026-01-06,4,3596.0
50515,1181,105,2025-03-25,1,999.0
50516,1181,110,2026-03-09,1,1199.0
50517,1182,106,2025-03-08,1,5999.0
50518,1182,107,2025-06-19,1,1799.0
50519,1182,110,2025-07-27,1,1199.0
50520,1183,106,2025-03-29,1,5999.0
50521,1183,117,2025-04-21,1,899.0
50522,1183,109,2025-07-10,1,2199.0
50523,1183,107,2025-08-06,1,1799.0
50524,1183,113,2025-10-22,2,2998.0
50525,1184,111,2025-03-19,3,10497.0
50526,1184,109,2025-06-16,2,4398.0
50527,1184,102,2025-07-22,1,2499.0
50528,1185,118,2025-03-27,2,1998.0
50529,1185,104,2025-07-19,2,2598.0
50530,1186,106,2025-03-11,1,5999.0
50531,1186,102,2025-04-03,1,2499.0
50532,1186,113,2026-04-23,2,2998.0
50533,1187,102,2025-03-02,1,2499.0
50534,1187,101,2025-05-31,1,4999.0
50535,1187,111,2026-03-07,2,6998.0
50536,1188,102,2025-03-12,1,2499.0
50537,1189,112,2025-03-04,2,5798.0
50538,1189,111,2025-04-08,1,3499.0
50539,1189,104,2026-01-26,1,1299.0
50540,1190,110,2025-03-24,1,1199.0
50541,1190,112,2025-05-29,3,8697.0
50542,1190,109,2025-06-20,1,2199.0
50543,1191,110,2025-03-22,2,2398.0
50544,1192,109,2025-04-03,1,2199.0
50545,1192,116,2025-04-04,2,2598.0
50546,1192,106,2025-05-09,2,11998.0
50547,1193,110,2025-03-31,1,1199.0
50548,1193,115,2025-09-24,2,4998.0
50549,1194,103,2025-03-21,1,1899.0
50550,1194,103,2025-09-13,2,3798.0
50551,1195,116,2025-03-07,1,1299.0
50552,1195,114,2025-08-28,2,3998.0
50553,1195,113,2025-09-25,1,1499.0
50554,1196,115,2025-03-14,1,2499.0
50555,1196,116,2025-10-02,3,3897.0
50556,1196,101,2026-03-07,2,9998.0
50557,1197,117,2025-03-20,1,899.0
50558,1197,111,2025-04-08,1,3499.0
50559,1198,113,2025-03-15,1,1499.0
50560,1198,103,2025-04-14,1,1899.0
50561,1198,108,2025-10-01,2,3998.0
50562,1198,118,2025-10-30,1,999.0
50563,1199,111,2025-03-09,1,3499.0
50564,1199,111,2025-04-14,1,3499.0
50565,1199,103,2025-06-12,1,1899.0
50566,1199,118,2025-09-17,1,999.0
50567,1200,111,2025-03-16,1,3499.0
50568,1200,112,2025-04-16,1,2899.0
50569,1200,105,2026-02-09,4,3996.0
50570,1201,108,2025-04-02,1,1999.0
50571,1201,101,2025-04-16,1,4999.0
50572,1201,112,2025-05-11,1,2899.0
50573,1201,118,2025-05-23,2,1998.0
50574,1201,117,2025-11-18,2,1798.0
50575,1201,113,2025-12-11,1,1499.0
50576,1202,110,2025-03-24,2,2398.0
50577,1202,112,2025-04-17,1,2899.0
50578,1202,118,2025-04-20,1,999.0
50579,1202,117,2025-10-06,1,899.0
50580,1203,104,2025-03-15,2,2598.0
50581,1203,109,2025-04-11,2,4398.0
50582,1203,115,2025-05-05,1,2499.0
50583,1204,111,2025-04-02,1,3499.0
50584,1204,110,2025-05-28,1,1199.0
50585,1204,101,2025-10-06,1,4999.0
50586,1204,110,2025-11-09,2,2398.0
50587,1205,113,2025-03-14,1,1499.0
50588,1205,103,2025-05-24,2,3798.0
50589,1205,103,2025-07-03,3,5697.0
50590,1205,116,2026-05-25,1,1299.0
50591,1206,115,2025-03-30,1,2499.0
50592,1206,108,2025-05-25,1,1999.0
50593,1206,116,2025-07-11,2,2598.0
50594,1206,114,2025-08-22,1,1999.0
50595,1206,101,2026-03-15,3,14997.0
50596,1207,106,2025-03-13,1,5999.0
50597,1207,112,2025-08-20,1,2899.0
50598,1207,102,2025-08-31,1,2499.0
50599,1208,104,2025-03-13,3,3897.0
50600,1208,108,2025-07-09,2,3998.0
50601,1209,108,2025-03-05,1,1999.0
50602,1209,103,2025-04-26,3,5697.0
50603,1210,102,2025-03-25,1,2499.0
50604,1210,113,2025-08-11,1,1499.0
50605,1211,109,2025-03-24,1,2199.0
50606,1211,111,2025-06-05,1,3499.0
50607,1212,109,2025-03-21,3,6597.0
50608,1212,118,2025-07-24,2,1998.0
50609,1213,109,2025-03-20,1,2199.0
50610,1213,114,2025-04-30,2,3998.0
50611,1213,108,2026-01-04,1,1999.0
50612,1213,118,2026-02-21,1,999.0
50613,1214,118,2025-03-13,1,999.0
50614,1214,116,2025-04-27,1,1299.0
50615,1214,113,2025-12-04,2,2998.0
50616,1214,111,2026-04-16,2,6998.0
50617,1214,109,2026-04-21,1,2199.0
50618,1215,102,2025-03-27,1,2499.0
50619,1215,117,2025-11-06,1,899.0
50620,1215,113,2026-04-15,1,1499.0
50621,1216,113,2025-03-22,1,1499.0
50622,1216,114,2025-04-27,1,1999.0
50623,1216,114,2025-06-01,1,1999.0
50624,1216,101,2025-07-28,4,19996.0
50625,1217,106,2025-03-18,1,5999.0
50626,1217,110,2025-04-02,1,1199.0
50627,1217,118,2025-08-29,1,999.0
50628,1218,111,2025-03-10,1,3499.0
50629,1218,116,2025-04-08,1,1299.0
50630,1219,111,2025-03-28,2,6998.0
50631,1220,108,2025-03-04,1,1999.0
50632,1221,111,2025-03-24,1,3499.0
50633,1221,115,2026-01-31,1,2499.0
50634,1222,109,2025-03-03,1,2199.0
50635,1222,116,2025-07-18,1,1299.0
50636,1222,105,2025-08-04,1,999.0
50637,1223,107,2025-03-11,2,3598.0
